도시,년,월,일,계절,날씨,기온,풍속,강수량
센다이,2016,5,25,봄,흐림,19.7,1.3,0
센다이,2016,5,26,봄,흐림,21.2,1.8,0
센다이,2016,5,27,봄,흐림,18.8,2.4,14
센다이,2016,5,28,봄,맑음,18.9,2.4,0
센다이,2016,5,29,봄,다소흐림,19.1,2.9,0
센다이,2016,5,30,봄,흐림,20.1,2.6,0
센다이,2016,5,31,봄,맑음,19.3,3.5,0
센다이,2016,6,1,여름,맑음,17.8,5,0
센다이,2016,6,2,여름,맑음,16,5.5,0
센다이,2016,6,3,여름,맑음,16.5,3.5,0
센다이,2016,6,4,여름,다소흐림,20.8,2.8,0
센다이,2016,6,5,여름,다소흐림,19.4,2.8,0
센다이,2016,6,6,여름,다소흐림,17.5,3.3,0
센다이,2016,6,7,여름,흐림,18,3,0
센다이,2016,6,8,여름,흐림,19.8,2.7,0
센다이,2016,6,9,여름,흐림,20.2,2,3
센다이,2016,6,10,여름,쾌청,23.2,3.1,0
센다이,2016,6,11,여름,다소흐림,21,2.9,0
센다이,2016,6,12,여름,맑음,21,2.7,0
센다이,2016,6,13,여름,비,17.9,3.5,28
센다이,2016,6,14,여름,흐림,18.3,3.3,1
센다이,2016,6,15,여름,흐림,17.7,2.6,2
센다이,2016,6,16,여름,비,18.9,4.3,11.5
센다이,2016,6,17,여름,흐림,21.1,2.6,4
센다이,2016,6,18,여름,맑음,24,3.5,0
센다이,2016,6,19,여름,흐림,20.7,2.2,0
센다이,2016,6,20,여름,흐림,21.4,2.9,4
센다이,2016,6,21,여름,흐림,21.7,2.3,0
센다이,2016,6,22,여름,흐림,20.1,2.9,8.5
센다이,2016,6,23,여름,비,17.7,4.2,56
센다이,2016,6,24,여름,흐림,19.5,3.2,8.5
센다이,2016,6,25,여름,흐림,21.9,2.7,14
센다이,2016,6,26,여름,맑음,21.3,3,0
센다이,2016,6,27,여름,맑음,20.8,3.3,0
센다이,2016,6,28,여름,비,19.1,2.1,14.5
센다이,2016,6,29,여름,다소흐림,21,3.1,0
센다이,2016,6,30,여름,비,20.2,3.5,2.5
센다이,2016,7,1,여름,맑음,23.8,2.4,0
센다이,2016,7,2,여름,비,23.3,1.8,0
센다이,2016,7,3,여름,비,24.5,2.5,2.5
센다이,2016,7,4,여름,흐림,23.8,2.4,0
센다이,2016,7,5,여름,흐림,18.5,2.2,0
센다이,2016,7,6,여름,비,19.7,2.6,20
센다이,2016,7,7,여름,흐림,20.2,2.8,0.5
센다이,2016,7,8,여름,흐림,21,1.9,0.5
센다이,2016,7,9,여름,흐림,22.3,1.8,15.5
센다이,2016,7,10,여름,맑음,24.8,2.8,0
센다이,2016,7,11,여름,맑음,24.2,3.2,0
센다이,2016,7,12,여름,다소흐림,22.7,3,0
센다이,2016,7,13,여름,흐림,22.4,2.2,3.5
센다이,2016,7,14,여름,비,23.5,3.1,4.5
센다이,2016,7,15,여름,흐림,21.7,2.8,0
센다이,2016,7,16,여름,흐림,21.5,3.2,0
센다이,2016,7,17,여름,흐림,23.1,1.7,2
센다이,2016,7,18,여름,맑음,25.5,2.1,0
센다이,2016,7,19,여름,맑음,25,2.1,0
센다이,2016,7,20,여름,흐림,22.3,3.4,2.5
센다이,2016,7,21,여름,흐림,20.9,2.2,3.5
센다이,2016,7,22,여름,맑음,21,2.9,0
센다이,2016,7,23,여름,흐림,20.4,2.2,0
센다이,2016,7,24,여름,안개비,20.8,2.1,0
센다이,2016,7,25,여름,맑음,23.3,2.7,1
센다이,2016,7,26,여름,흐림,23.6,4.1,0
센다이,2016,7,27,여름,흐림,24.1,3.3,0
센다이,2016,7,28,여름,흐림,25.5,2.5,0
센다이,2016,7,29,여름,쾌청,26.2,3.3,0
센다이,2016,7,30,여름,맑음,26,3.2,0
센다이,2016,7,31,여름,흐림,26.4,2.5,0
센다이,2016,8,1,여름,맑음,26.3,2.6,11.5
센다이,2016,8,2,여름,흐림,25.8,2.3,0.5
센다이,2016,8,3,여름,흐림,26.2,2.2,0
센다이,2016,8,4,여름,맑음,27.4,2.4,0
센다이,2016,8,5,여름,쾌청,28.2,2.3,0
센다이,2016,8,6,여름,쾌청,27.9,2.5,0
센다이,2016,8,7,여름,맑음,27,2.7,0
센다이,2016,8,8,여름,흐림,26.6,4,8
센다이,2016,8,9,여름,맑음,29.1,6.1,7
센다이,2016,8,10,여름,흐림,25.7,2.9,0
센다이,2016,8,11,여름,맑음,24.8,3.1,0
센다이,2016,8,12,여름,맑음,23.9,2.8,0
센다이,2016,8,13,여름,쾌청,23.2,2.7,0
센다이,2016,8,14,여름,맑음,23.2,2.5,0
센다이,2016,8,15,여름,흐림,24.9,2.6,0
센다이,2016,8,16,여름,맑음,26.8,3.7,6
센다이,2016,8,17,여름,흐림,27.4,5,66
센다이,2016,8,18,여름,흐림,25.7,2.6,1
센다이,2016,8,19,여름,맑음,26.5,2.5,0.5
센다이,2016,8,20,여름,흐림,25.8,4.2,6
센다이,2016,8,21,여름,맑음,28.7,4.2,0.5
센다이,2016,8,22,여름,흐림,26.5,4.5,50.5
센다이,2016,8,23,여름,맑음,25.4,3,1
센다이,2016,8,24,여름,흐림,24.5,2.8,0
센다이,2016,8,25,여름,흐림,25.9,3.4,0
센다이,2016,8,26,여름,맑음,26.1,3.7,8
센다이,2016,8,27,여름,흐림,21,2.5,2.5
센다이,2016,8,28,여름,흐림,21.3,2.3,2
센다이,2016,8,29,여름,흐림,24.1,4.2,7
센다이,2016,8,30,여름,비,24.7,5.9,48.5
센다이,2016,8,31,여름,맑음,24.6,3.3,0
센다이,2016,9,1,가을,맑음,25.3,2.4,0
센다이,2016,9,2,가을,맑음,24.8,2.8,0
센다이,2016,9,3,가을,맑음,25.1,2.5,0
센다이,2016,9,4,가을,맑음,25.1,2.9,0
센다이,2016,9,5,가을,맑음,26.6,2.4,0
센다이,2016,9,6,가을,맑음,27.9,2.7,0
센다이,2016,9,7,가을,흐림,25.1,2.1,0.5
센다이,2016,9,8,가을,비,23,3.4,131
센다이,2016,9,9,가을,맑음,25.3,2.8,1.5
센다이,2016,9,10,가을,맑음,24.5,2.5,0
센다이,2016,9,11,가을,비,20.9,2.5,0
센다이,2016,9,12,가을,비,20.6,2.9,2
센다이,2016,9,13,가을,비,19.5,2.9,69
센다이,2016,9,14,가을,흐림,21.8,2.5,5
센다이,2016,9,15,가을,맑음,22.9,2.6,0
센다이,2016,9,16,가을,흐림,22.6,3,0
센다이,2016,9,17,가을,흐림,22.4,1.6,2.5
센다이,2016,9,18,가을,비,19.2,2,12
센다이,2016,9,19,가을,비,19.4,1.9,2
센다이,2016,9,20,가을,비,16.7,3.9,35
센다이,2016,9,21,가을,흐림,18.7,3.1,0
센다이,2016,9,22,가을,흐림,18.2,3.2,23.5
센다이,2016,9,23,가을,흐림,20.3,2.3,4
센다이,2016,9,24,가을,흐림,21.1,2,1.5
센다이,2016,9,25,가을,다소흐림,22.1,1.9,0
센다이,2016,9,26,가을,비,22.2,2.1,0.5
센다이,2016,9,27,가을,흐림,22.1,2,5.5
센다이,2016,9,28,가을,비,22.9,1.4,1.5
센다이,2016,9,29,가을,비,19.6,2.5,17
센다이,2016,9,30,가을,다소흐림,17.8,2.4,0
센다이,2016,10,1,가을,맑음,19.8,2.5,0
센다이,2016,10,2,가을,맑음,20.7,2.3,0
센다이,2016,10,3,가을,흐림,21.4,1.8,0
센다이,2016,10,4,가을,맑음,22.9,4.3,0
센다이,2016,10,5,가을,흐림,17.5,2,0
센다이,2016,10,6,가을,맑음,21,4.4,1
센다이,2016,10,7,가을,맑음,17.2,3.2,0
센다이,2016,10,8,가을,비,15.9,2.8,6.5
센다이,2016,10,9,가을,흐림,17.7,3.6,3
센다이,2016,10,10,가을,흐림,14.3,3.5,0
센다이,2016,10,11,가을,다소흐림,13.6,2.3,0
센다이,2016,10,12,가을,맑음,13.7,2.8,0
센다이,2016,10,13,가을,맑음,12.9,2.3,0
센다이,2016,10,14,가을,맑음,14.1,2.3,0
센다이,2016,10,15,가을,맑음,15.7,2.3,0
센다이,2016,10,16,가을,맑음,16.1,2.2,0
센다이,2016,10,17,가을,흐림,18.1,2.2,3.5
센다이,2016,10,18,가을,흐림,19.5,2.3,0
센다이,2016,10,19,가을,쾌청,16.7,2.7,0
센다이,2016,10,20,가을,맑음,17.4,4.5,0
센다이,2016,10,21,가을,맑음,13.1,4,0
센다이,2016,10,22,가을,다소흐림,11.9,2,0
센다이,2016,10,23,가을,맑음,13.3,4.6,0
센다이,2016,10,24,가을,맑음,12.2,3,0
센다이,2016,10,25,가을,맑음,13.4,4.8,3
센다이,2016,10,26,가을,맑음,18.9,2.6,0
센다이,2016,10,27,가을,쾌청,13.8,3.8,0
센다이,2016,10,28,가을,흐림,11.3,2.4,8.5
센다이,2016,10,29,가을,맑음,10.6,4.1,1
센다이,2016,10,30,가을,맑음,10,2.4,0
센다이,2016,10,31,가을,흐림,10.6,2.5,0
센다이,2016,11,1,가을,흐림,9.2,3.3,3
센다이,2016,11,2,가을,맑음,8.2,2.3,0
센다이,2016,11,3,가을,맑음,10.7,3.7,0
센다이,2016,11,4,가을,비,9.9,2.8,0
센다이,2016,11,5,가을,쾌청,15.2,3.4,0
센다이,2016,11,6,가을,맑음,10.4,4.7,0
센다이,2016,11,7,가을,쾌청,6.8,2.4,0
센다이,2016,11,8,가을,흐림,9.5,3.2,0
센다이,2016,11,9,가을,맑음,6.5,5.5,0
센다이,2016,11,10,가을,흐림,6.4,3.1,0
센다이,2016,11,11,가을,비,5.5,2.9,21.5
센다이,2016,11,12,가을,맑음,11,2.6,0
센다이,2016,11,13,가을,쾌청,11.2,2.3,0
센다이,2016,11,14,가을,흐림,12.2,1.8,0
센다이,2016,11,15,가을,맑음,13.8,3.2,0
센다이,2016,11,16,가을,맑음,9.2,4,0
센다이,2016,11,17,가을,흐림,7.3,2.3,0
센다이,2016,11,18,가을,쾌청,8,2.2,0
센다이,2016,11,19,가을,비,7.4,3.4,7.5
센다이,2016,11,20,가을,흐림,11.2,2.4,0
센다이,2016,11,21,가을,다소흐림,10,2.8,0
센다이,2016,11,22,가을,쾌청,12.6,4.1,0
센다이,2016,11,23,가을,비,5,4.4,0
센다이,2016,11,24,가을,흐림,2.3,3.1,0
센다이,2016,11,25,가을,흐림,3.5,2.4,0
센다이,2016,11,26,가을,맑음,6.3,2.7,0
센다이,2016,11,27,가을,흐림,8.8,2.4,3.5
센다이,2016,11,28,가을,맑음,8.2,4.8,0.5
센다이,2016,11,29,가을,흐림,5.9,4.1,0
센다이,2016,11,30,가을,흐림,5.6,2.6,0
센다이,2016,12,1,겨울,흐림,9.9,2.9,4
센다이,2016,12,2,겨울,맑음,8.5,4.5,0
센다이,2016,12,3,겨울,맑음,10,2.1,0
센다이,2016,12,4,겨울,다소흐림,9,2.5,0
센다이,2016,12,5,겨울,흐림,10.9,2,0
센다이,2016,12,6,겨울,맑음,7.5,5.7,1.5
센다이,2016,12,7,겨울,맑음,3.8,2.8,0.5
센다이,2016,12,8,겨울,맑음,3.8,2.6,0.5
센다이,2016,12,9,겨울,맑음,7,2.3,0
센다이,2016,12,10,겨울,눈,3.4,3.4,0
센다이,2016,12,11,겨울,눈,0.9,2.7,1
센다이,2016,12,12,겨울,흐림,2,1.9,0
센다이,2016,12,13,겨울,흐림,5.7,2.7,2
센다이,2016,12,14,겨울,흐림,3.6,4.3,20.5
센다이,2016,12,15,겨울,흐림,2.8,2.9,0
센다이,2016,12,16,겨울,눈,1.1,3.1,0
센다이,2016,12,17,겨울,눈,2.9,3.2,0.5
센다이,2016,12,18,겨울,맑음,7.1,2.2,0
센다이,2016,12,19,겨울,맑음,8.6,2,0
센다이,2016,12,20,겨울,맑음,9.4,2,0
센다이,2016,12,21,겨울,쾌청,8.5,2.3,0
센다이,2016,12,22,겨울,흐림,11,4.3,0
센다이,2016,12,23,겨울,맑음,11.4,5.4,0.5
센다이,2016,12,24,겨울,맑음,4.1,5.3,0
센다이,2016,12,25,겨울,흐림,3.3,1.7,0
센다이,2016,12,26,겨울,다소흐림,3.2,1.9,0
센다이,2016,12,27,겨울,비,4.8,4.2,0.5
센다이,2016,12,28,겨울,맑음,1.9,3.6,0
센다이,2016,12,29,겨울,맑음,3.2,3.8,0
센다이,2016,12,30,겨울,맑음,2.5,4.9,0
센다이,2016,12,31,겨울,흐림,3.5,2,0
도쿄,2012,1,1,겨울,다소흐림,5.7,1.8,0
도쿄,2012,1,2,겨울,맑음,6,3.2,0
도쿄,2012,1,3,겨울,맑음,6.6,3.2,0
도쿄,2012,1,4,겨울,쾌청,5.4,3,0
도쿄,2012,1,5,겨울,쾌청,5.5,3.3,0
도쿄,2012,1,6,겨울,맑음,6.3,2.7,0
도쿄,2012,1,7,겨울,쾌청,5.7,3.4,0
도쿄,2012,1,8,겨울,맑음,5.8,2.9,0
도쿄,2012,1,9,겨울,쾌청,5.9,1.6,0
도쿄,2012,1,10,겨울,다소흐림,6.7,1.9,0
도쿄,2012,1,11,겨울,쾌청,5.8,3.3,0
도쿄,2012,1,12,겨울,흐림,3.8,3.3,0
도쿄,2012,1,13,겨울,쾌청,5.6,2.1,0
도쿄,2012,1,14,겨울,맑음,5.1,2.4,0
도쿄,2012,1,15,겨울,흐림,4.5,2.1,0
도쿄,2012,1,16,겨울,흐림,4.5,2.3,0
도쿄,2012,1,17,겨울,쾌청,4.9,2.5,0
도쿄,2012,1,18,겨울,다소흐림,5.4,1.8,0
도쿄,2012,1,19,겨울,다소흐림,6.2,2.8,0
도쿄,2012,1,20,겨울,진눈깨비,2.8,4,9
도쿄,2012,1,21,겨울,진눈깨비,3.4,4.2,15
도쿄,2012,1,22,겨울,비,5.3,2.6,3
도쿄,2012,1,23,겨울,흐림,5,1.9,22.5
도쿄,2012,1,24,겨울,맑음,3,2.8,0.5
도쿄,2012,1,25,겨울,맑음,4.1,2.1,0
도쿄,2012,1,26,겨울,쾌청,3.2,2.7,0
도쿄,2012,1,27,겨울,쾌청,3.2,2.3,0
도쿄,2012,1,28,겨울,맑음,2.6,2.8,0
도쿄,2012,1,29,겨울,쾌청,2.9,4.6,0
도쿄,2012,1,30,겨울,맑음,3.7,3,0
도쿄,2012,1,31,겨울,쾌청,4.1,2.4,0
도쿄,2012,2,1,겨울,쾌청,6,4.3,0
도쿄,2012,2,2,겨울,맑음,2.6,4.8,0
도쿄,2012,2,3,겨울,쾌청,2.8,2.1,0
도쿄,2012,2,4,겨울,쾌청,5.5,1.9,0
도쿄,2012,2,5,겨울,맑음,6.1,2.4,0
도쿄,2012,2,6,겨울,비,4.9,2.3,4
도쿄,2012,2,7,겨울,비,7.7,2,28.5
도쿄,2012,2,8,겨울,흐림,6.6,3.2,0
도쿄,2012,2,9,겨울,쾌청,4.7,2.3,0
도쿄,2012,2,10,겨울,맑음,5.7,2,0
도쿄,2012,2,11,겨울,맑음,5.4,2.3,0
도쿄,2012,2,12,겨울,쾌청,5,3.4,0
도쿄,2012,2,13,겨울,흐림,5.8,1.9,0
도쿄,2012,2,14,겨울,비,5.2,2.8,3.5
도쿄,2012,2,15,겨울,흐림,7.6,2.6,0
도쿄,2012,2,16,겨울,흐림,3.3,2.7,1
도쿄,2012,2,17,겨울,쾌청,3.7,2.5,2
도쿄,2012,2,18,겨울,맑음,2.5,4.2,0.5
도쿄,2012,2,19,겨울,쾌청,3.3,2.2,0
도쿄,2012,2,20,겨울,맑음,5.8,2.6,0
도쿄,2012,2,21,겨울,쾌청,8.1,2.2,0
도쿄,2012,2,22,겨울,흐림,7.9,2.6,0
도쿄,2012,2,23,겨울,비,7.8,2.8,17
도쿄,2012,2,24,겨울,맑음,11.5,4.3,0
도쿄,2012,2,25,겨울,흐림,5.8,2.9,19
도쿄,2012,2,26,겨울,흐림,6,2.9,0
도쿄,2012,2,27,겨울,맑음,4.7,4.9,0
도쿄,2012,2,28,겨울,다소흐림,3.7,2.5,0
도쿄,2012,2,29,겨울,눈,2.3,3.4,18.5
도쿄,2012,3,1,봄,흐림,8.2,2.4,0
도쿄,2012,3,2,봄,비,7.3,2.5,10
도쿄,2012,3,3,봄,맑음,7.1,2.9,0.5
도쿄,2012,3,4,봄,흐림,5.5,2.7,0.5
도쿄,2012,3,5,봄,비,5.7,3,37
도쿄,2012,3,6,봄,흐림,11.4,1.9,3
도쿄,2012,3,7,봄,흐림,12.6,2.4,0
도쿄,2012,3,8,봄,흐림,9.6,2.8,0
도쿄,2012,3,9,봄,비,7.3,2.9,26.5
도쿄,2012,3,10,봄,비,5.3,3.3,19.5
도쿄,2012,3,11,봄,맑음,7.4,2.7,0
도쿄,2012,3,12,봄,흐림,7.2,3.7,0
도쿄,2012,3,13,봄,쾌청,6.8,4.1,0
도쿄,2012,3,14,봄,맑음,7.2,2.3,0
도쿄,2012,3,15,봄,쾌청,7.9,4.1,0
도쿄,2012,3,16,봄,다소흐림,7.7,3.1,0
도쿄,2012,3,17,봄,비,6.8,2,24
도쿄,2012,3,18,봄,흐림,9.6,1.6,1
도쿄,2012,3,19,봄,쾌청,9.1,4,0
도쿄,2012,3,20,봄,쾌청,8.2,2.6,0
도쿄,2012,3,21,봄,쾌청,8.1,4.7,0
도쿄,2012,3,22,봄,다소흐림,10.1,1.6,0
도쿄,2012,3,23,봄,비,9.9,1.9,11
도쿄,2012,3,24,봄,안개비,8.4,1.8,3.5
도쿄,2012,3,25,봄,흐림,9.1,2.4,0
도쿄,2012,3,26,봄,흐림,8.2,2.8,0
도쿄,2012,3,27,봄,쾌청,9.6,3.3,0
도쿄,2012,3,28,봄,쾌청,11.2,3.3,0
도쿄,2012,3,29,봄,쾌청,11.7,3.8,0
도쿄,2012,3,30,봄,흐림,15.3,5.6,0
도쿄,2012,3,31,봄,비,14.1,7.6,8
도쿄,2012,4,1,봄,맑음,10,3.5,0
도쿄,2012,4,2,봄,맑음,10.8,3.4,0
도쿄,2012,4,3,봄,흐림,14,6.5,21.5
도쿄,2012,4,4,봄,맑음,11.9,3.4,0
도쿄,2012,4,5,봄,쾌청,14.8,5.2,0
도쿄,2012,4,6,봄,맑음,10.7,3.3,0.5
도쿄,2012,4,7,봄,쾌청,8.8,3.9,0
도쿄,2012,4,8,봄,쾌청,9.5,3.9,0
도쿄,2012,4,9,봄,쾌청,16.6,3,0
도쿄,2012,4,10,봄,다소흐림,16.4,3.9,0
도쿄,2012,4,11,봄,비,15.7,3.9,16
도쿄,2012,4,12,봄,쾌청,17.4,3.6,0
도쿄,2012,4,13,봄,다소흐림,17.2,2.7,4
도쿄,2012,4,14,봄,비,9.9,3.2,32
도쿄,2012,4,15,봄,다소흐림,11.8,2.4,0
도쿄,2012,4,16,봄,다소흐림,13.1,2.2,0
도쿄,2012,4,17,봄,흐림,14.9,2.3,1.5
도쿄,2012,4,18,봄,맑음,15,2.5,0
도쿄,2012,4,19,봄,맑음,14.2,2.9,0
도쿄,2012,4,20,봄,흐림,13.3,2.5,0
도쿄,2012,4,21,봄,흐림,11.8,2.9,0
도쿄,2012,4,22,봄,비,11.3,1.7,5.5
도쿄,2012,4,23,봄,비,13.4,1.9,9
도쿄,2012,4,24,봄,맑음,18.3,2.8,1
도쿄,2012,4,25,봄,맑음,18.4,3,0
도쿄,2012,4,26,봄,흐림,18.3,4.9,1
도쿄,2012,4,27,봄,비,16.6,2.6,26.5
도쿄,2012,4,28,봄,맑음,18.3,2.3,0
도쿄,2012,4,29,봄,맑음,20.6,2.2,0
도쿄,2012,4,30,봄,흐림,20.7,2.8,0
도쿄,2012,5,1,봄,흐림,20.5,3,0.5
도쿄,2012,5,2,봄,비,18.8,3.3,37
도쿄,2012,5,3,봄,비,17.9,2.7,121.5
도쿄,2012,5,4,봄,맑음,18.6,1.7,5
도쿄,2012,5,5,봄,쾌청,21.2,4,0
도쿄,2012,5,6,봄,맑음,19.7,3.6,1
도쿄,2012,5,7,봄,다소흐림,18.5,3.1,0
도쿄,2012,5,8,봄,맑음,20.5,2.3,0
도쿄,2012,5,9,봄,비,19.3,1.8,7.5
도쿄,2012,5,10,봄,맑음,17.1,2.4,3.5
도쿄,2012,5,11,봄,다소흐림,17.4,5.2,0
도쿄,2012,5,12,봄,맑음,16.3,5,0
도쿄,2012,5,13,봄,맑음,17,3.3,0
도쿄,2012,5,14,봄,다소흐림,19.7,3.5,0
도쿄,2012,5,15,봄,비,18.7,3.5,11.5
도쿄,2012,5,16,봄,흐림,22,3.5,0
도쿄,2012,5,17,봄,흐림,21.6,3.6,0
도쿄,2012,5,18,봄,흐림,18.8,3.9,4.5
도쿄,2012,5,19,봄,쾌청,20.3,3.6,0
도쿄,2012,5,20,봄,다소흐림,21.3,2.8,0
도쿄,2012,5,21,봄,흐림,20.2,3.2,0
도쿄,2012,5,22,봄,비,14.6,3.4,33
도쿄,2012,5,23,봄,맑음,18.7,3.6,0
도쿄,2012,5,24,봄,다소흐림,22,3,0
도쿄,2012,5,25,봄,비,20.4,2.3,0
도쿄,2012,5,26,봄,다소흐림,21,2.9,0
도쿄,2012,5,27,봄,맑음,22.5,3.7,0
도쿄,2012,5,28,봄,맑음,21.4,3.8,5.5
도쿄,2012,5,29,봄,맑음,20.7,3.9,0.5
도쿄,2012,5,30,봄,다소흐림,20.1,2.8,0
도쿄,2012,5,31,봄,다소흐림,20.3,2.9,0
도쿄,2012,6,1,여름,맑음,21.3,2.4,1.5
도쿄,2012,6,2,여름,다소흐림,21.6,2.7,0
도쿄,2012,6,3,여름,흐림,20.3,2.5,0.5
도쿄,2012,6,4,여름,맑음,22.1,3.2,0
도쿄,2012,6,5,여름,흐림,21.7,4,0
도쿄,2012,6,6,여름,비,19.4,2.8,4
도쿄,2012,6,7,여름,다소흐림,21.1,3.6,0
도쿄,2012,6,8,여름,맑음,23.5,3.5,1
도쿄,2012,6,9,여름,비,19,3.5,29.5
도쿄,2012,6,10,여름,흐림,21.9,2.9,1
도쿄,2012,6,11,여름,흐림,20,2.4,1
도쿄,2012,6,12,여름,비,16.9,2.9,11.5
도쿄,2012,6,13,여름,흐림,17.4,3.2,1
도쿄,2012,6,14,여름,맑음,18.6,2.8,0
도쿄,2012,6,15,여름,흐림,20.3,2.9,0
도쿄,2012,6,16,여름,비,20.2,2.1,6.5
도쿄,2012,6,17,여름,흐림,23.3,1.8,7
도쿄,2012,6,18,여름,흐림,24.5,3,0
도쿄,2012,6,19,여름,흐림,23.9,4.2,72.5
도쿄,2012,6,20,여름,흐림,26.9,6.5,0
도쿄,2012,6,21,여름,비,23.7,2.9,0
도쿄,2012,6,22,여름,비,21.1,2.2,48
도쿄,2012,6,23,여름,흐림,22.2,2.5,0
도쿄,2012,6,24,여름,흐림,22.6,2.8,0
도쿄,2012,6,25,여름,흐림,18.4,3.2,0
도쿄,2012,6,26,여름,맑음,19.5,2.9,0
도쿄,2012,6,27,여름,다소흐림,20.6,2.5,0
도쿄,2012,6,28,여름,흐림,22.5,2.4,0
도쿄,2012,6,29,여름,흐림,23.4,2.6,0
도쿄,2012,6,30,여름,흐림,23.3,2.4,0
도쿄,2012,7,1,여름,비,21.9,1.6,7.5
도쿄,2012,7,2,여름,흐림,22.8,2.5,8
도쿄,2012,7,3,여름,흐림,23.5,2.2,9
도쿄,2012,7,4,여름,맑음,24.8,3.1,3
도쿄,2012,7,5,여름,다소흐림,26.7,2,0
도쿄,2012,7,6,여름,흐림,25.3,2.2,8
도쿄,2012,7,7,여름,비,23,2.4,23
도쿄,2012,7,8,여름,흐림,22.6,2.2,6
도쿄,2012,7,9,여름,맑음,24.9,2.6,0
도쿄,2012,7,10,여름,쾌청,26.5,2.9,0
도쿄,2012,7,11,여름,다소흐림,27,4.6,0
도쿄,2012,7,12,여름,비,26.7,6.9,2
도쿄,2012,7,13,여름,다소흐림,27.4,4.4,11.5
도쿄,2012,7,14,여름,맑음,28.6,4.8,41
도쿄,2012,7,15,여름,맑음,29.1,6.3,0
도쿄,2012,7,16,여름,다소흐림,29.5,6.1,0
도쿄,2012,7,17,여름,쾌청,29.9,3.4,0
도쿄,2012,7,18,여름,다소흐림,28.5,2.6,0
도쿄,2012,7,19,여름,맑음,28.2,2.9,0
도쿄,2012,7,20,여름,흐림,20.5,2.7,7
도쿄,2012,7,21,여름,비,19.6,2.2,4
도쿄,2012,7,22,여름,흐림,20.8,1.7,0
도쿄,2012,7,23,여름,흐림,25.1,1.9,0
도쿄,2012,7,24,여름,흐림,27.8,1.6,0
도쿄,2012,7,25,여름,다소흐림,29.5,2.4,0
도쿄,2012,7,26,여름,맑음,30.8,2.3,0
도쿄,2012,7,27,여름,쾌청,30,2.7,0
도쿄,2012,7,28,여름,쾌청,30.1,2.8,0
도쿄,2012,7,29,여름,맑음,29.5,3.6,0
도쿄,2012,7,30,여름,맑음,29.6,4.5,0
도쿄,2012,7,31,여름,쾌청,29,3.4,0
도쿄,2012,8,1,여름,맑음,29.4,3.3,0
도쿄,2012,8,2,여름,쾌청,30.2,3.2,0
도쿄,2012,8,3,여름,맑음,29.8,2.8,0
도쿄,2012,8,4,여름,흐림,28.6,2.7,0
도쿄,2012,8,5,여름,맑음,29.8,3.3,0
도쿄,2012,8,6,여름,천둥번개,27.4,2,15.5
도쿄,2012,8,7,여름,맑음,28.7,3,0
도쿄,2012,8,8,여름,맑음,25.8,3.2,0
도쿄,2012,8,9,여름,맑음,25.9,2.7,0
도쿄,2012,8,10,여름,다소흐림,27.1,3.3,0
도쿄,2012,8,11,여름,다소흐림,28.8,3.3,0
도쿄,2012,8,12,여름,흐림,27.6,3,0.5
도쿄,2012,8,13,여름,맑음,29.8,5.2,0
도쿄,2012,8,14,여름,흐림,28.6,3.4,1
도쿄,2012,8,15,여름,흐림,29.1,3.7,0
도쿄,2012,8,16,여름,흐림,30.1,3.5,0
도쿄,2012,8,17,여름,흐림,30.5,2.5,0
도쿄,2012,8,18,여름,비,28,2,8
도쿄,2012,8,19,여름,맑음,29,3.9,0
도쿄,2012,8,20,여름,맑음,29.1,2.5,0
도쿄,2012,8,21,여름,쾌청,29.7,3.7,0
도쿄,2012,8,22,여름,맑음,29.6,4.5,0
도쿄,2012,8,23,여름,맑음,30.1,3.3,0
도쿄,2012,8,24,여름,쾌청,30,3,0
도쿄,2012,8,25,여름,맑음,29.9,2.9,0
도쿄,2012,8,26,여름,맑음,30.1,2.8,0
도쿄,2012,8,27,여름,맑음,30,3.5,0
도쿄,2012,8,28,여름,다소흐림,29.6,4,0
도쿄,2012,8,29,여름,흐림,29.1,3.4,0
도쿄,2012,8,30,여름,맑음,30.2,2.7,0
도쿄,2012,8,31,여름,맑음,29.6,3.7,0
도쿄,2012,9,1,가을,흐림,27.9,2.9,22.5
도쿄,2012,9,2,가을,비,25.8,2.3,17.5
도쿄,2012,9,3,가을,흐림,26.9,2.6,0.5
도쿄,2012,9,4,가을,맑음,27.3,2.2,4.5
도쿄,2012,9,5,가을,다소흐림,28.6,2.2,0
도쿄,2012,9,6,가을,흐림,27.3,2.3,2
도쿄,2012,9,7,가을,맑음,27.6,2.1,0
도쿄,2012,9,8,가을,맑음,28.1,2.8,0
도쿄,2012,9,9,가을,맑음,28.8,3.6,0
도쿄,2012,9,10,가을,다소흐림,28.9,3.5,0
도쿄,2012,9,11,가을,맑음,28.7,2.7,0
도쿄,2012,9,12,가을,맑음,28.1,2.6,0
도쿄,2012,9,13,가을,맑음,28.8,2.7,0
도쿄,2012,9,14,가을,맑음,28.8,3.8,0
도쿄,2012,9,15,가을,맑음,28.3,3.1,0
도쿄,2012,9,16,가을,흐림,28.3,2.6,3.5
도쿄,2012,9,17,가을,비,27.9,4.6,8.5
도쿄,2012,9,18,가을,흐림,28,4.6,5.5
도쿄,2012,9,19,가을,흐림,26.7,3.9,36
도쿄,2012,9,20,가을,맑음,27.6,2.6,0
도쿄,2012,9,21,가을,비,24.7,2.4,16
